eligibility_base,row_label,base_fee,phase1_A,phase1_B,phase1_C,phase1_D,phase2_A,phase2_B,phase2_C,phase2_D,phase3_A,phase3_B,phase3_C,phase3_D,phase4_A,phase4_B,phase4_C,phase4_D,phase5_A,phase5_B,phase5_C,phase5_D
After 10+2,Bachelor of Arts (B.A.),50000.0,20000.0,25000.0,30000.0,35000.0,20000.0,25000.0,30000.0,35000.0,22499.999999999996,27500.000000000004,32500.0,37500.0,25000.0,30000.0,35000.0,40000.0,27500.0,32500.0,37500.0,42500.0
After 10+2,B.A. (Hons.)/ (Hons. with Research),50000.0,20000.0,25000.0,30000.0,35000.0,20000.0,25000.0,30000.0,35000.0,22499.999999999996,27500.000000000004,32500.0,37500.0,25000.0,30000.0,35000.0,40000.0,27500.0,32500.0,37500.0,42500.0
After 10+2,B.A. (Social Science),50000.0,25000.0,30000.0,35000.0,40000.0,25000.0,30000.0,35000.0,40000.0,27500.0,32500.0,37500.0,42500.0,30000.0,35000.0,40000.0,45000.0,32500.0,37500.0,42500.0,45000.0
After 10+2,Bachelor of Social Work (BSW),50000.0,20000.0,25000.0,30000.0,35000.0,20000.0,25000.0,30000.0,35000.0,22499.999999999996,27500.000000000004,32500.0,37500.0,25000.0,30000.0,35000.0,40000.0,27500.0,32500.0,37500.0,42500.0
After 10+2,Bachelor of Social Work (Hons.)/ (Hons with Research),50000.0,20000.0,25000.0,30000.0,35000.0,20000.0,25000.0,30000.0,35000.0,22499.999999999996,27500.000000000004,32500.0,37500.0,25000.0,30000.0,35000.0,40000.0,27500.0,32500.0,37500.0,42500.0
After 10+2,B.Sc. (Public Policy),80000.0,52000.0,56000.0,60000.0,64000.0,52000.0,56000.0,60000.0,64000.0,52000.0,56000.0,60000.0,64000.0,52000.0,56000.0,60000.0,64000.0,52000.0,56000.0,60000.0,64000.0
After 10+2,B.A. B.Ed. (Secondary Stage) - Four Year Integrated Teacher Education Programme (ITEP),30000.0,30000.0,,,,30000.0,,,,30000.0,,,,30000.0,,,,30000.0,,,
After 10+2,B.Sc. B.Ed. (Secondary Stage) - Four Year Integrated Teacher Education Programme (ITEP),30000.0,30000.0,,,,30000.0,,,,30000.0,,,,30000.0,,,,30000.0,,,
After 10+2,B.A. B.Ed. Spl. Ed. (Multiple Disability – Preparatory Stage) - (ISITEP),30000.0,30000.0,,,,30000.0,,,,30000.0,,,,30000.0,,,,30000.0,,,
After 10+2,B.Sc. (Health and Physical Education) (3 Years),50000.0,20000.0,25000.0,30000.0,35000.0,20000.0,25000.0,30000.0,35000.0,22499.999999999996,27500.000000000004,32500.0,37500.0,25000.0,30000.0,35000.0,40000.0,27500.0,32500.0,37500.0,42500.0
After 10+2,Bachelor of Physical Education and Sports (BPES),50000.0,20000.0,25000.0,30000.0,35000.0,20000.0,25000.0,30000.0,35000.0,22499.999999999996,27500.000000000004,32500.0,37500.0,25000.0,30000.0,35000.0,40000.0,27500.0,32500.0,37500.0,42500.0
After 10+2,B.Pharm.,120000.0,60000.0,72000.0,84000.0,96000.0,60000.0,72000.0,84000.0,96000.0,66000.0,78000.0,90000.0,102000.0,90000.0,96000.0,102000.0,108000.0,90000.0,96000.0,102000.0,108000.0
After 10+2,Pharm. D (Doctor of Pharmacy),160000.0,104000.0,112000.0,120000.0,128000.0,104000.0,112000.0,120000.0,128000.0,104000.0,112000.0,120000.0,128000.0,104000.0,112000.0,120000.0,128000.0,104000.0,112000.0,120000.0,128000.0
After 10+2,Bachelor of Physiotherapy (B.PT),100000.0,50000.0,60000.0,70000.0,80000.0,50000.0,60000.0,70000.0,80000.0,55000.0,65000.0,75000.0,85000.0,75000.0,80000.0,85000.0,90000.0,75000.0,80000.0,85000.0,90000.0
After 10+2,Bachelor of Medical Laboratory Science,80000.0,40000.0,48000.0,56000.0,64000.0,40000.0,48000.0,56000.0,64000.0,44000.0,52000.0,60000.0,68000.0,48000.0,56000.0,64000.0,72000.0,52000.0,60000.0,68000.0,72000.0
After 10+2,Bachelor of Optometry,80000.0,40000.0,48000.0,56000.0,64000.0,40000.0,48000.0,56000.0,64000.0,44000.0,52000.0,60000.0,68000.0,48000.0,56000.0,64000.0,72000.0,52000.0,60000.0,68000.0,72000.0
After 10+2,Bachelor of Anaesthesia and Operation Theatre Technology,100000.0,65000.0,70000.0,75000.0,80000.0,65000.0,70000.0,75000.0,80000.0,65000.0,70000.0,75000.0,80000.0,65000.0,70000.0,75000.0,80000.0,65000.0,70000.0,75000.0,80000.0
After 10+2,Bachelor of Cardiovascular Technology,100000.0,75000.0,80000.0,85000.0,90000.0,75000.0,80000.0,85000.0,90000.0,75000.0,80000.0,85000.0,90000.0,75000.0,80000.0,85000.0,90000.0,75000.0,80000.0,85000.0,90000.0
After 10+2,Bachelor of Medical Radiology and Imaging Technology,100000.0,75000.0,80000.0,85000.0,90000.0,75000.0,80000.0,85000.0,90000.0,75000.0,80000.0,85000.0,90000.0,75000.0,80000.0,85000.0,90000.0,75000.0,80000.0,85000.0,90000.0
After 10+2,B.Sc. (Clinical Embryology),120000.0,60000.0,72000.0,84000.0,96000.0,60000.0,72000.0,84000.0,96000.0,66000.0,78000.0,90000.0,102000.0,72000.0,84000.0,96000.0,108000.0,78000.0,90000.0,102000.0,108000.0
Lateral Entry,B.Tech. [Lateral Entry],140000.0,56000.0,70000.0,84000.0,98000.0,56000.0,77000.0,91000.0,105000.0,63000.0,84000.0,98000.0,112000.0,70000.0,91000.0,105000.0,119000.0,77000.0,98000.0,112000.0,126000.0
Lateral Entry,B.Tech. [Lateral Entry] (Robotics and Automation),180000.0,72000.0,90000.0,108000.0,125999.99999999999,72000.0,99000.0,117000.0,135000.0,81000.0,108000.0,126000.0,144000.0,90000.0,117000.0,135000.0,153000.0,99000.0,126000.0,144000.0,162000.0
Lateral Entry,B.Tech. [Lateral Entry] (Construction Technology),140000.0,50006.0,,,,50006.0,,,,50006.0,,,,50006.0,,,,50006.0,,,
Lateral Entry,B.Tech. [Lateral Entry] (CSE/ IT),160000.0,64000.0,80000.0,96000.0,112000.0,64000.0,88000.0,104000.0,120000.0,72000.0,96000.0,112000.0,128000.0,80000.0,104000.0,120000.0,136000.0,88000.0,112000.0,128000.0,144000.0
Lateral Entry,B.Tech. B.Tech. (CSE - AI and ML) [Lateral Entry],200000.0,80000.0,100000.0,120000.0,140000.0,80000.0,110000.0,130000.0,150000.0,90000.0,120000.0,140000.0,160000.0,100000.0,130000.0,150000.0,170000.0,110000.0,140000.0,160000.0,180000.0
Lateral Entry,BCA [Lateral Entry],80000.0,32000.0,40000.0,48000.0,56000.0,32000.0,44000.0,52000.0,60000.0,36000.0,48000.0,56000.0,64000.0,40000.0,52000.0,60000.0,68000.0,44000.0,56000.0,64000.0,72000.0
Lateral Entry,B.Sc. (IT)  [Lateral Entry],80000.0,32000.0,40000.0,48000.0,56000.0,32000.0,44000.0,52000.0,60000.0,36000.0,48000.0,56000.0,64000.0,40000.0,52000.0,60000.0,68000.0,44000.0,56000.0,64000.0,72000.0
Lateral Entry,BBA  [Lateral Entry],80000.0,32000.0,40000.0,48000.0,56000.0,32000.0,44000.0,52000.0,60000.0,36000.0,48000.0,56000.0,64000.0,40000.0,52000.0,60000.0,68000.0,44000.0,56000.0,64000.0,72000.0
Lateral Entry,B.Com. [Lateral Entry],80000.0,32000.0,40000.0,48000.0,56000.0,32000.0,40000.0,48000.0,56000.0,36000.0,44000.0,52000.0,60000.0,40000.0,48000.0,56000.0,64000.0,44000.0,52000.0,60000.0,68000.0
Lateral Entry,Bachelor of Hotel Mgt and Catering Technology (BHMCT)  [Lateral Entry],80000.0,32000.0,40000.0,48000.0,56000.0,32000.0,40000.0,48000.0,56000.0,36000.0,44000.0,52000.0,60000.0,40000.0,48000.0,56000.0,64000.0,44000.0,52000.0,60000.0,68000.0
Lateral Entry,B.Sc (Hotel and Hospitality Management) [Lateral Entry],80000.0,32000.0,40000.0,48000.0,56000.0,32000.0,40000.0,48000.0,56000.0,36000.0,44000.0,52000.0,60000.0,40000.0,48000.0,56000.0,64000.0,44000.0,52000.0,60000.0,68000.0
Lateral Entry,"B.Sc. (Airlines, Tourism and Hospitality)  [Lateral Entry]",80000.0,32000.0,40000.0,48000.0,56000.0,32000.0,40000.0,48000.0,56000.0,36000.0,44000.0,52000.0,60000.0,40000.0,48000.0,56000.0,64000.0,44000.0,52000.0,60000.0,68000.0
Lateral Entry,B.Sc. (Interior and Furniture Design) [Lateral Entry],140000.0,56000.0,70000.0,84000.0,98000.0,56000.0,70000.0,84000.0,98000.0,62999.99999999999,77000.0,91000.0,105000.0,70000.0,84000.0,98000.0,112000.0,77000.0,91000.0,105000.0,119000.0
Lateral Entry,B.Design (Interior and Furniture) [Lateral Entry],140000.0,56000.0,70000.0,84000.0,98000.0,56000.0,70000.0,84000.0,98000.0,62999.99999999999,77000.0,91000.0,105000.0,70000.0,84000.0,98000.0,112000.0,77000.0,91000.0,105000.0,119000.0
Lateral Entry,B.Design (Product and Industrial) [Lateral Entry],140000.0,56000.0,70000.0,84000.0,98000.0,56000.0,70000.0,84000.0,98000.0,62999.99999999999,77000.0,91000.0,105000.0,70000.0,84000.0,98000.0,112000.0,77000.0,91000.0,105000.0,119000.0
Lateral Entry,B.Design (UI/UX) [Lateral Entry],140000.0,56000.0,70000.0,84000.0,98000.0,56000.0,70000.0,84000.0,98000.0,62999.99999999999,77000.0,91000.0,105000.0,70000.0,84000.0,98000.0,112000.0,77000.0,91000.0,105000.0,119000.0
Lateral Entry,B.Sc. (Fashion Design) [Lateral Entry],140000.0,56000.0,70000.0,84000.0,98000.0,56000.0,70000.0,84000.0,98000.0,62999.99999999999,77000.0,91000.0,105000.0,70000.0,84000.0,98000.0,112000.0,77000.0,91000.0,105000.0,119000.0
Lateral Entry,B.Design (Fashion) [Lateral Entry],140000.0,56000.0,70000.0,84000.0,98000.0,56000.0,70000.0,84000.0,98000.0,62999.99999999999,77000.0,91000.0,105000.0,70000.0,84000.0,98000.0,112000.0,77000.0,91000.0,105000.0,119000.0
Lateral Entry,B.Pharm.  [Lateral Entry],120000.0,60000.0,72000.0,84000.0,96000.0,60000.0,72000.0,84000.0,96000.0,66000.0,78000.0,90000.0,102000.0,90000.0,96000.0,102000.0,108000.0,90000.0,96000.0,102000.0,108000.0
Lateral Entry,BPT  [Lateral Entry],100000.0,50000.0,60000.0,70000.0,80000.0,50000.0,60000.0,70000.0,80000.0,55000.0,65000.0,75000.0,85000.0,75000.0,80000.0,85000.0,90000.0,75000.0,80000.0,85000.0,90000.0
Lateral Entry,B.Sc. (Medical Lab Technology)  [Lateral Entry],80000.0,40000.0,48000.0,56000.0,64000.0,40000.0,48000.0,56000.0,64000.0,44000.0,52000.0,60000.0,68000.0,48000.0,56000.0,64000.0,72000.0,52000.0,60000.0,68000.0,72000.0
Lateral Entry,B.Sc. (Optometry) [Lateral Entry],80000.0,40000.0,48000.0,56000.0,64000.0,40000.0,48000.0,56000.0,64000.0,44000.0,52000.0,60000.0,68000.0,48000.0,56000.0,64000.0,72000.0,52000.0,60000.0,68000.0,72000.0
Lateral Entry,B.Sc. (Anaesthesia and Operation Theatre Technology) [Lateral Entry],100000.0,65000.0,70000.0,75000.0,80000.0,65000.0,70000.0,75000.0,80000.0,65000.0,70000.0,75000.0,80000.0,65000.0,70000.0,75000.0,80000.0,65000.0,70000.0,75000.0,80000.0
Lateral Entry,B.Sc. (Medical Radiology and Imaging Technology)  [Lateral Entry],100000.0,75000.0,80000.0,85000.0,90000.0,75000.0,80000.0,85000.0,90000.0,75000.0,80000.0,85000.0,90000.0,75000.0,80000.0,85000.0,90000.0,75000.0,80000.0,85000.0,90000.0
Lateral Entry,B.Sc. (Cardiovascular Technology) [Lateral Entry],100000.0,75000.0,80000.0,85000.0,90000.0,75000.0,80000.0,85000.0,90000.0,75000.0,80000.0,85000.0,90000.0,75000.0,80000.0,85000.0,90000.0,75000.0,80000.0,85000.0,90000.0
Lateral Entry,Diploma (Engg.)  [Lateral Entry],30000.0,30000.0,,,,30000.0,,,,30000.0,,,,30000.0,,,,30000.0,,,
After Graduation,"MBA/ MBA  [ 1+1 with international credit transfer option]
Note:- For Int . Credit Transfer Option INR 50,000 as International Transfer Fee additionally to be paid with 1st Semster Fee.",220000.0,88000.0,110000.0,132000.0,154000.0,88000.0,121000.0,143000.0,165000.0,99000.0,132000.0,154000.0,176000.0,110000.0,143000.0,165000.0,187000.0,121000.0,154000.0,176000.0,198000.0
After Graduation,MBA (International Business),220000.0,88000.0,110000.0,132000.0,154000.0,88000.0,121000.0,143000.0,165000.0,99000.0,132000.0,154000.0,176000.0,110000.0,143000.0,165000.0,187000.0,121000.0,154000.0,176000.0,198000.0
After Graduation,MBA (Hospital and Healthcare Management),220000.0,88000.0,110000.0,132000.0,154000.0,88000.0,121000.0,143000.0,165000.0,99000.0,132000.0,154000.0,176000.0,110000.0,143000.0,165000.0,187000.0,121000.0,154000.0,176000.0,198000.0
After Graduation,MBA (Digital and Social Media Marketing),220000.0,88000.0,110000.0,132000.0,154000.0,88000.0,121000.0,143000.0,165000.0,99000.0,132000.0,154000.0,176000.0,110000.0,143000.0,165000.0,187000.0,121000.0,154000.0,176000.0,198000.0
After Graduation,"MBA (Tourism, Aviation and Hospitality)",140000.0,56000.0,70000.0,84000.0,98000.0,56000.0,77000.0,91000.0,105000.0,63000.0,84000.0,98000.0,112000.0,70000.0,91000.0,105000.0,119000.0,77000.0,98000.0,112000.0,126000.0
After Graduation,MBA (Data Science and Artificial Intelligence),270000.0,108000.0,135000.0,162000.0,189000.0,108000.0,148500.0,175500.0,202500.0,121500.0,162000.0,189000.0,216000.0,135000.0,175500.0,202500.0,229500.0,148500.0,189000.0,216000.0,243000.0
After Graduation,MBA (Fintech and Artificial Intelligence),270000.0,108000.0,135000.0,162000.0,189000.0,108000.0,148500.0,175500.0,202500.0,121500.0,162000.0,189000.0,216000.0,135000.0,175500.0,202500.0,229500.0,148500.0,189000.0,216000.0,243000.0
After Graduation,MBA (Business Analytics),270000.0,108000.0,135000.0,162000.0,189000.0,108000.0,148500.0,175500.0,202500.0,121500.0,162000.0,189000.0,216000.0,135000.0,175500.0,202500.0,229500.0,148500.0,189000.0,216000.0,243000.0
After Graduation,MBA (Financial Markets),270000.0,108000.0,135000.0,162000.0,189000.0,108000.0,148500.0,175500.0,202500.0,121500.0,162000.0,189000.0,216000.0,135000.0,175500.0,202500.0,229500.0,148500.0,189000.0,216000.0,243000.0
After Graduation,MBA (Supply Chain and Logistics),270000.0,108000.0,135000.0,162000.0,189000.0,108000.0,148500.0,175500.0,202500.0,121500.0,162000.0,189000.0,216000.0,135000.0,175500.0,202500.0,229500.0,148500.0,189000.0,216000.0,243000.0
After Graduation,M.Com.,50000.0,20000.0,25000.0,30000.0,35000.0,20000.0,25000.0,30000.0,35000.0,22499.999999999996,27500.000000000004,32500.0,37500.0,25000.0,30000.0,35000.0,40000.0,27500.0,32500.0,37500.0,42500.0
After Graduation,M.Sc. (Economics),50000.0,20000.0,25000.0,30000.0,35000.0,20000.0,25000.0,30000.0,35000.0,22499.999999999996,27500.000000000004,32500.0,37500.0,25000.0,30000.0,35000.0,40000.0,27500.0,32500.0,37500.0,42500.0
After Graduation,M.A. (Economics),50000.0,20000.0,25000.0,30000.0,35000.0,20000.0,25000.0,30000.0,35000.0,22499.999999999996,27500.000000000004,32500.0,37500.0,25000.0,30000.0,35000.0,40000.0,27500.0,32500.0,37500.0,42500.0
After Graduation,M.Sc. (UI/UX Design),80000.0,32000.0,40000.0,48000.0,56000.0,32000.0,40000.0,48000.0,56000.0,36000.0,44000.0,52000.0,60000.0,40000.0,48000.0,56000.0,64000.0,44000.0,52000.0,60000.0,68000.0
After Graduation,M.Sc. (Interior and Furniture Design),80000.0,32000.0,40000.0,48000.0,56000.0,32000.0,40000.0,48000.0,56000.0,36000.0,44000.0,52000.0,60000.0,40000.0,48000.0,56000.0,64000.0,44000.0,52000.0,60000.0,68000.0
After Graduation,M.Design (Interior and Furniture),80000.0,32000.0,40000.0,48000.0,56000.0,32000.0,40000.0,48000.0,56000.0,36000.0,44000.0,52000.0,60000.0,40000.0,48000.0,56000.0,64000.0,44000.0,52000.0,60000.0,68000.0
After Graduation,M.Sc. (Fashion Design),80000.0,32000.0,40000.0,48000.0,56000.0,32000.0,40000.0,48000.0,56000.0,36000.0,44000.0,52000.0,60000.0,40000.0,48000.0,56000.0,64000.0,44000.0,52000.0,60000.0,68000.0
After Graduation,Master of Fashion Management (MFM),80000.0,32000.0,40000.0,48000.0,56000.0,32000.0,40000.0,48000.0,56000.0,36000.0,44000.0,52000.0,60000.0,40000.0,48000.0,56000.0,64000.0,44000.0,52000.0,60000.0,68000.0
After Graduation,M.Sc. (Animation and VFX Design),80000.0,32000.0,40000.0,48000.0,56000.0,32000.0,40000.0,48000.0,56000.0,36000.0,44000.0,52000.0,60000.0,40000.0,48000.0,56000.0,64000.0,44000.0,52000.0,60000.0,68000.0
After Graduation,Master of Fine Arts (MFA),50000.0,20000.0,25000.0,30000.0,35000.0,20000.0,25000.0,30000.0,35000.0,22499.999999999996,27500.000000000004,32500.0,37500.0,25000.0,30000.0,35000.0,40000.0,27500.0,32500.0,37500.0,42500.0
After Graduation,M.Sc. (Film and TV Production),80000.0,32000.0,40000.0,48000.0,56000.0,32000.0,40000.0,48000.0,56000.0,36000.0,44000.0,52000.0,60000.0,40000.0,48000.0,56000.0,64000.0,44000.0,52000.0,60000.0,68000.0
After Graduation,M.A. (Journalism and Mass Communication),80000.0,32000.0,40000.0,48000.0,56000.0,32000.0,40000.0,48000.0,56000.0,36000.0,44000.0,52000.0,60000.0,40000.0,48000.0,56000.0,64000.0,44000.0,52000.0,60000.0,68000.0
After Graduation,Master of Performing Arts (MPA),50000.0,20000.0,25000.0,30000.0,35000.0,20000.0,25000.0,30000.0,35000.0,22499.999999999996,27500.000000000004,32500.0,37500.0,25000.0,30000.0,35000.0,40000.0,27500.0,32500.0,37500.0,42500.0
After Graduation,M.A. (English),50000.0,20000.0,25000.0,30000.0,35000.0,20000.0,25000.0,30000.0,35000.0,22499.999999999996,27500.000000000004,32500.0,37500.0,25000.0,30000.0,35000.0,40000.0,27500.0,32500.0,37500.0,42500.0
After Graduation,M.A. (History),50000.0,20000.0,25000.0,30000.0,35000.0,20000.0,25000.0,30000.0,35000.0,22499.999999999996,27500.000000000004,32500.0,37500.0,25000.0,30000.0,35000.0,40000.0,27500.0,32500.0,37500.0,42500.0
After Graduation,M.Sc. (Public Policy),50000.0,20000.0,25000.0,30000.0,35000.0,20000.0,25000.0,30000.0,35000.0,22499.999999999996,27500.000000000004,32500.0,37500.0,25000.0,30000.0,35000.0,40000.0,27500.0,32500.0,37500.0,42500.0
After Graduation,M.A. (Psychology),50000.0,20000.0,25000.0,30000.0,35000.0,20000.0,25000.0,30000.0,35000.0,22499.999999999996,27500.000000000004,32500.0,37500.0,25000.0,30000.0,35000.0,40000.0,27500.0,32500.0,37500.0,42500.0
After Graduation,M.A. (Applied Psychology),80000.0,32000.0,40000.0,48000.0,56000.0,32000.0,40000.0,48000.0,56000.0,36000.0,44000.0,52000.0,60000.0,40000.0,48000.0,56000.0,64000.0,44000.0,52000.0,60000.0,68000.0
After Graduation,M.A. (Counselling Psychology),80000.0,32000.0,40000.0,48000.0,56000.0,32000.0,40000.0,48000.0,56000.0,36000.0,44000.0,52000.0,60000.0,40000.0,48000.0,56000.0,64000.0,44000.0,52000.0,60000.0,68000.0
After Graduation,Master in Clinical Psychology (M.Clin. Psy),160000.0,104000.0,112000.0,120000.0,128000.0,104000.0,112000.0,120000.0,128000.0,104000.0,112000.0,120000.0,128000.0,104000.0,112000.0,120000.0,128000.0,104000.0,112000.0,120000.0,128000.0
After Graduation,M.Sc. (Forensic Psychology),80000.0,32000.0,40000.0,48000.0,56000.0,32000.0,40000.0,48000.0,56000.0,36000.0,44000.0,52000.0,60000.0,40000.0,48000.0,56000.0,64000.0,44000.0,52000.0,60000.0,68000.0
After Graduation,M.A. (Sociology),50000.0,20000.0,25000.0,30000.0,35000.0,20000.0,25000.0,30000.0,35000.0,22499.999999999996,27500.000000000004,32500.0,37500.0,25000.0,30000.0,35000.0,40000.0,27500.0,32500.0,37500.0,42500.0
After Graduation,Master of Social Work (MSW),50000.0,20000.0,25000.0,30000.0,35000.0,20000.0,25000.0,30000.0,35000.0,22499.999999999996,27500.000000000004,32500.0,37500.0,25000.0,30000.0,35000.0,40000.0,27500.0,32500.0,37500.0,42500.0
After Graduation,M.A. (Political Science),50000.0,20000.0,25000.0,30000.0,35000.0,20000.0,25000.0,30000.0,35000.0,22499.999999999996,27500.000000000004,32500.0,37500.0,25000.0,30000.0,35000.0,40000.0,27500.0,32500.0,37500.0,42500.0
After Graduation,M.Sc. (Geography),50000.0,20000.0,25000.0,30000.0,35000.0,20000.0,25000.0,30000.0,35000.0,22499.999999999996,27500.000000000004,32500.0,37500.0,25000.0,30000.0,35000.0,40000.0,27500.0,32500.0,37500.0,42500.0
After Graduation,M.A. (Punjabi/Hindi),10000.0,10000.0,,,,10000.0,,,,10000.0,,,,10000.0,,,,10000.0,,,
After Graduation,Bachelors of Library and Information Science,10000.0,10000.0,,,,10000.0,,,,10000.0,,,,10000.0,,,,10000.0,,,
After Graduation,Masters of Library and Information Science,10000.0,10000.0,,,,10000.0,,,,10000.0,,,,10000.0,,,,10000.0,,,
After Graduation,LL.B.,80000.0,32000.0,40000.0,48000.0,56000.0,32000.0,40000.0,48000.0,56000.0,36000.0,44000.0,52000.0,60000.0,40000.0,48000.0,56000.0,64000.0,44000.0,52000.0,60000.0,68000.0
After Graduation,LL.M.,80000.0,32000.0,40000.0,48000.0,56000.0,32000.0,40000.0,48000.0,56000.0,36000.0,44000.0,52000.0,60000.0,40000.0,48000.0,56000.0,64000.0,44000.0,52000.0,60000.0,68000.0
After Graduation,B.Ed.,30000.0,30000.0,,,,30000.0,,,,30000.0,,,,30000.0,,,,30000.0,,,
After Graduation,M.A. (Education),30000.0,30000.0,,,,30000.0,,,,30000.0,,,,30000.0,,,,30000.0,,,
After Graduation,M.P.Ed.,50000.0,20000.0,25000.0,30000.0,35000.0,20000.0,25000.0,30000.0,35000.0,22499.999999999996,27500.000000000004,32500.0,37500.0,25000.0,30000.0,35000.0,40000.0,27500.0,32500.0,37500.0,42500.0
After Graduation,B.P.Ed.,50000.0,20000.0,25000.0,30000.0,35000.0,20000.0,25000.0,30000.0,35000.0,22499.999999999996,27500.000000000004,32500.0,37500.0,25000.0,30000.0,35000.0,40000.0,27500.0,32500.0,37500.0,42500.0
After Graduation,M.Tech. (Computer Science and Engg.),100000.0,40000.0,50000.0,60000.0,70000.0,40000.0,50000.0,60000.0,70000.0,44999.99999999999,55000.00000000001,65000.0,75000.0,50000.0,60000.0,70000.0,80000.0,55000.0,65000.0,75000.0,85000.0
After Graduation,"M.Tech. (Computer Science and Engineering) (by Research) [1+1 with international credit transfer option]
Note:- For Int . Credit Transfer Option INR 50,000 as International Transfer Fee additionally to be paid with 1st Semster Fee.",100000.0,40000.0,50000.0,60000.0,70000.0,40000.0,50000.0,60000.0,70000.0,44999.99999999999,55000.00000000001,65000.0,75000.0,50000.0,60000.0,70000.0,80000.0,55000.0,65000.0,75000.0,85000.0
After Graduation,M.Tech. (Machine Learning and Artificial Intelligence),100000.0,40000.0,50000.0,60000.0,70000.0,40000.0,50000.0,60000.0,70000.0,44999.99999999999,55000.00000000001,65000.0,75000.0,50000.0,60000.0,70000.0,80000.0,55000.0,65000.0,75000.0,85000.0
After Graduation,M.Tech. (Data Science and Analytics),100000.0,40000.0,50000.0,60000.0,70000.0,40000.0,50000.0,60000.0,70000.0,44999.99999999999,55000.00000000001,65000.0,75000.0,50000.0,60000.0,70000.0,80000.0,55000.0,65000.0,75000.0,85000.0
After Graduation,M.Tech. (Information Security and Cyber Forensics),100000.0,40000.0,50000.0,60000.0,70000.0,40000.0,50000.0,60000.0,70000.0,44999.99999999999,55000.00000000001,65000.0,75000.0,50000.0,60000.0,70000.0,80000.0,55000.0,65000.0,75000.0,85000.0
After Graduation,M.Tech. (VLSI Design),80000.0,32000.0,40000.0,48000.0,56000.0,32000.0,40000.0,48000.0,56000.0,36000.0,44000.0,52000.0,60000.0,40000.0,48000.0,56000.0,64000.0,44000.0,52000.0,60000.0,68000.0
After Graduation,M.Tech (Robotics and Artificial Intelligence),80000.0,32000.0,40000.0,48000.0,56000.0,32000.0,40000.0,48000.0,56000.0,36000.0,44000.0,52000.0,60000.0,40000.0,48000.0,56000.0,64000.0,44000.0,52000.0,60000.0,68000.0
After Graduation,M.Tech. (Food Technology),80000.0,32000.0,40000.0,48000.0,56000.0,32000.0,40000.0,48000.0,56000.0,36000.0,44000.0,52000.0,60000.0,40000.0,48000.0,56000.0,64000.0,44000.0,52000.0,60000.0,68000.0
After Graduation,M.Tech. (Aerospace Engineering),80000.0,32000.0,40000.0,48000.0,56000.0,32000.0,40000.0,48000.0,56000.0,36000.0,44000.0,52000.0,60000.0,40000.0,48000.0,56000.0,64000.0,44000.0,52000.0,60000.0,68000.0
After Graduation,"M.Tech. (Biotechnology) / M Tech (Biotechnology)  [ 1+1 with international credit transfer option]
Note:- For Int . Credit Transfer Option INR 50,000 as International Transfer Fee additionally to be paid with 1st Semster Fee.",80000.0,32000.0,40000.0,48000.0,56000.0,32000.0,40000.0,48000.0,56000.0,36000.0,44000.0,52000.0,60000.0,40000.0,48000.0,56000.0,64000.0,44000.0,52000.0,60000.0,68000.0
After Graduation,M.Tech. (Power Systems),80000.0,32000.0,40000.0,48000.0,56000.0,32000.0,40000.0,48000.0,56000.0,36000.0,44000.0,52000.0,60000.0,40000.0,48000.0,56000.0,64000.0,44000.0,52000.0,60000.0,68000.0
After Graduation,M.Tech. (Structural Engg.),80000.0,32000.0,40000.0,48000.0,56000.0,32000.0,40000.0,48000.0,56000.0,36000.0,44000.0,52000.0,60000.0,40000.0,48000.0,56000.0,64000.0,44000.0,52000.0,60000.0,68000.0
After Graduation,M.Tech. (Construction Management),80000.0,32000.0,40000.0,48000.0,56000.0,32000.0,40000.0,48000.0,56000.0,36000.0,44000.0,52000.0,60000.0,40000.0,48000.0,56000.0,64000.0,44000.0,52000.0,60000.0,68000.0
After Graduation,MCA,100000.0,40000.0,50000.0,60000.0,70000.0,40000.0,55000.0,65000.0,75000.0,45000.0,60000.0,70000.0,80000.0,50000.0,65000.0,75000.0,85000.0,55000.0,70000.0,80000.0,90000.0
After Graduation,MCA (Hons.) (Data Science),120000.0,78000.0,84000.0,90000.0,96000.0,78000.0,84000.0,90000.0,96000.0,78000.0,84000.0,90000.0,96000.0,78000.0,84000.0,90000.0,96000.0,78000.0,84000.0,90000.0,96000.0
After Graduation,MCA (Hons.) (Artificial Intelligence and Machine Learning),120000.0,78000.0,84000.0,90000.0,96000.0,78000.0,84000.0,90000.0,96000.0,78000.0,84000.0,90000.0,96000.0,78000.0,84000.0,90000.0,96000.0,78000.0,84000.0,90000.0,96000.0
After Graduation,MCA (Hons.) (Cyber Security),120000.0,78000.0,84000.0,90000.0,96000.0,78000.0,84000.0,90000.0,96000.0,78000.0,84000.0,90000.0,96000.0,78000.0,84000.0,90000.0,96000.0,78000.0,84000.0,90000.0,96000.0
After Graduation,M.Sc. (Information Technology),80000.0,32000.0,40000.0,48000.0,56000.0,32000.0,44000.0,52000.0,60000.0,36000.0,48000.0,56000.0,64000.0,40000.0,52000.0,60000.0,68000.0,44000.0,56000.0,64000.0,72000.0
After Graduation,M.Sc (Data Science),120000.0,78000.0,84000.0,90000.0,96000.0,78000.0,84000.0,90000.0,96000.0,78000.0,84000.0,90000.0,96000.0,78000.0,84000.0,90000.0,96000.0,78000.0,84000.0,90000.0,96000.0
